ms;heartrate;BPM;hart
111900;514;86;514
111902;513;86;513
111904;514;86;514
111906;515;86;515
111908;516;86;516
111910;516;86;516
111912;516;86;516
111914;514;86;514
111916;516;86;516
111918;514;86;514
111920;517;86;517
111922;515;86;515
111924;514;86;514
111926;515;86;515
111928;516;86;516
111930;516;86;516
111932;515;86;515
111934;514;86;514
111936;515;86;515
111938;515;86;515
111940;516;86;516
111942;517;86;517
111944;517;86;517
111946;516;86;516
111948;515;86;515
111950;514;86;514
111952;516;86;516
111954;517;86;517
111956;516;86;516
111958;516;86;516
111960;517;86;517
111962;517;86;517
111964;517;86;517
111966;518;86;518
111968;518;86;518
111970;519;86;519
111972;520;86;520
111974;521;86;521
111976;521;86;521
111978;517;86;517
111980;523;86;523
111982;522;86;522
111984;523;86;523
111986;525;86;525
111988;523;86;523
111990;523;86;523
111992;523;86;523
111994;522;86;522
111996;524;86;524
111998;523;86;523
112000;525;86;525
112002;524;86;524
112004;524;86;524
112006;524;86;524
112008;523;86;523
112010;520;86;520
112012;522;86;522
112014;521;86;521
112016;522;86;522
112018;520;86;520
112020;520;86;520
112022;522;86;522
112024;518;86;518
112026;519;86;519
112028;518;86;518
112030;520;86;520
112032;521;86;521
112034;521;86;521
112036;518;86;518
112038;518;86;518
112040;517;86;517
112042;515;86;515
112044;514;86;514
112046;509;86;509
112048;512;86;512
112050;511;86;511
112052;508;86;508
112054;511;86;511
112056;511;86;511
112058;509;86;509
112060;509;86;509
112062;509;86;509
112064;508;86;508
112066;508;86;508
112068;509;86;509
112070;509;86;509
112072;508;86;508
112074;511;86;511
112076;511;86;511
112078;510;86;510
112080;510;86;510
112082;512;86;512
112084;511;86;511
112086;509;86;509
112088;512;86;512
112090;511;86;511
112092;511;86;511
112094;513;86;513
112096;512;86;512
112098;514;86;514
112100;513;86;513
112102;511;86;511
112104;509;86;509
112106;511;86;511
112108;513;86;513
112110;516;86;516
112112;521;86;521
112114;528;86;528
112116;539;86;539
112118;550;86;550
112120;565;86;565
112122;577;86;577
112124;587;86;587
112126;597;86;597
112128;602;86;602
112130;602;86;602
112132;610;86;610
112134;608;86;608
112136;603;86;603
112138;592;86;592
112140;588;86;588
112142;568;86;568
112144;535;86;535
112146;497;86;497
112148;460;86;460
112150;435;86;435
112152;419;86;419
112154;417;86;417
112156;425;86;425
112158;435;86;435
112160;448;86;448
112162;464;86;464
112164;477;86;477
112166;486;86;486
112168;492;86;492
112170;498;86;498
112172;501;86;501
112174;506;86;506
112176;506;86;506
112178;509;86;509
112180;512;86;512
112182;511;86;511
112184;511;86;511
112186;511;86;511
112188;511;86;511
112190;512;86;512
112192;512;86;512
112194;513;86;513
112196;513;86;513
112198;513;86;513
112200;514;86;514
112202;514;86;514
112204;514;86;514
112206;514;86;514
112208;513;86;513
112210;513;86;513
112212;515;86;515
112214;516;86;516
112216;516;86;516
112218;516;86;516
112220;517;86;517
112222;516;86;516
112224;518;86;518
112226;515;86;515
112228;518;86;518
112230;518;86;518
112232;519;86;519
112234;519;86;519
112236;519;86;519
112238;520;86;520
112240;512;86;512
112242;519;86;519
112244;520;86;520
112246;520;86;520
112248;521;86;521
112250;520;86;520
112252;522;86;522
112254;515;86;515
112256;522;86;522
112258;523;86;523
112260;523;86;523
112262;524;86;524
112264;523;86;523
112266;524;86;524
112268;525;86;525
112270;525;86;525
112272;525;86;525
112274;526;86;526
112276;527;86;527
112278;528;86;528
112280;526;86;526
112282;527;86;527
112284;527;86;527
112286;524;86;524
112288;528;86;528
112290;530;86;530
112292;515;86;515
112294;531;86;531
112296;533;86;533
112298;533;86;533
112300;531;86;531
112302;533;86;533
112304;532;86;532
112306;533;86;533
112308;534;86;534
112310;534;86;534
112312;535;86;535
112314;535;86;535
112316;536;86;536
112318;535;86;535
112320;536;86;536
112322;535;86;535
112324;534;86;534
112326;536;86;536
112328;535;86;535
112330;536;86;536
112332;534;86;534
112334;527;86;527
112336;530;86;530
112338;532;86;532
112340;532;86;532
112342;528;86;528
112344;526;86;526
112346;530;86;530
112348;527;86;527
112350;526;86;526
112352;524;86;524
112354;530;86;530
112356;522;86;522
112358;522;86;522
112360;526;86;526
112362;524;86;524
112364;525;86;525
112366;513;86;513
112368;526;86;526
112370;517;86;517
112372;523;86;523
112374;520;86;520
112376;521;86;521
112378;516;86;516
112380;521;86;521
112382;514;86;514
112384;519;86;519
112386;517;86;517
112388;518;86;518
112390;516;86;516
112392;513;86;513
112394;516;86;516
112396;515;86;515
112398;517;86;517
112400;515;86;515
112402;515;86;515
112404;513;86;513
112406;514;86;514
112408;512;86;512
112410;512;86;512
112412;511;86;511
112414;509;86;509
112416;509;86;509
112418;510;86;510
112420;510;86;510
112422;509;86;509
112424;507;86;507
112426;506;86;506
112428;507;86;507
112430;507;86;507
112432;507;86;507
112434;507;86;507
112436;509;86;509
112438;508;86;508
112440;511;86;511
112442;510;86;510
112444;510;86;510
112446;509;86;509
112448;509;86;509
112450;507;86;507
112452;510;86;510
112454;511;86;511
112456;511;86;511
112458;511;86;511
112460;510;86;510
112462;511;86;511
112464;512;86;512
112466;511;86;511
112468;511;86;511
112470;510;86;510
112472;511;86;511
112474;512;86;512
112476;513;86;513
112478;514;86;514
112480;512;86;512
112482;513;86;513
112484;512;86;512
112486;513;86;513
112488;514;86;514
112490;514;86;514
112492;513;86;513
112494;514;86;514
112496;514;86;514
112498;514;86;514
112500;515;86;515
112502;515;86;515
112504;515;86;515
112506;514;86;514
112508;514;86;514
112510;515;86;515
112512;514;86;514
112514;515;86;515
112516;517;86;517
112518;515;86;515
112520;516;86;516
112522;517;86;517
112524;516;86;516
112526;513;86;513
112528;514;86;514
112530;515;86;515
112532;513;86;513
112534;515;86;515
112536;515;86;515
112538;500;86;500
112540;516;86;516
112542;515;86;515
112544;515;86;515
112546;515;86;515
112548;515;86;515
112550;515;86;515
112552;515;86;515
112554;516;86;516
112556;516;86;516
112558;515;86;515
112560;517;86;517
112562;515;86;515
112564;515;86;515
112566;515;86;515
112568;515;86;515
112570;517;86;517
112572;516;86;516
112574;515;86;515
112576;516;86;516
112578;514;86;514
112580;513;86;513
112582;514;86;514
112584;514;86;514
112586;514;86;514
112588;515;86;515
112590;516;86;516
112592;515;86;515
112594;515;86;515
112596;515;86;515
112598;516;86;516
112600;511;86;511
112602;515;86;515
112604;516;86;516
112606;515;86;515
112608;516;86;516
112610;515;86;515
112612;515;86;515
112614;514;86;514
112616;510;86;510
112618;515;86;515
112620;513;86;513
112622;515;86;515
112624;513;86;513
112626;514;86;514
112628;516;86;516
112630;514;86;514
112632;516;86;516
112634;503;86;503
112636;515;86;515
112638;516;86;516
112640;519;86;519
112642;516;86;516
112644;516;86;516
112646;516;86;516
112648;516;86;516
112650;515;86;515
112652;515;86;515
112654;517;86;517
112656;515;86;515
112658;516;86;516
112660;517;86;517
112662;517;86;517
112664;517;86;517
112666;517;86;517
112668;516;86;516
112670;517;86;517
112672;517;86;517
112674;516;86;516
112676;517;86;517
112678;517;86;517
112680;516;86;516
112682;498;86;498
112684;516;86;516
112686;517;86;517
112688;517;86;517
112690;516;86;516
112692;519;86;519
112694;520;86;520
112696;521;86;521
112698;522;86;522
112700;522;86;522
112702;523;86;523
112704;525;86;525
112706;526;86;526
112708;526;86;526
112710;525;86;525
112712;524;86;524
112714;522;86;522
112716;524;86;524
112718;522;86;522
112720;525;86;525
112722;526;86;526
112724;524;86;524
112726;525;86;525
112728;525;86;525
112730;524;86;524
112732;523;86;523
112734;521;86;521
112736;522;86;522
112738;521;86;521
112740;505;86;505
112742;518;86;518
112744;518;86;518
112746;520;86;520
112748;521;86;521
112750;520;86;520
112752;522;86;522
112754;518;86;518
112756;519;86;519
112758;516;86;516
112760;518;86;518
112762;515;86;515
112764;514;86;514
112766;513;86;513
112768;512;86;512
112770;511;86;511
112772;493;86;493
112774;510;86;510
112776;508;86;508
112778;509;86;509
112780;511;86;511
112782;510;86;510
112784;509;86;509
112786;506;86;506
112788;509;86;509
112790;511;86;511
112792;511;86;511
112794;509;86;509
112796;510;86;510
112798;510;86;510
112800;511;86;511
112802;511;86;511
112804;511;86;511
112806;511;86;511
112808;512;86;512
112810;511;86;511
112812;510;86;510
112814;513;86;513
112816;513;86;513
112818;512;86;512
112820;506;86;506
112822;510;83;510
112824;510;83;510
112826;509;83;509
112828;514;83;514
112830;518;83;518
112832;520;83;520
112834;526;83;526
112836;537;83;537
112838;546;83;546
112840;558;83;558
112842;571;83;571
112844;581;83;581
112846;588;83;588
112848;594;83;594
112850;599;83;599
112852;599;83;599
112854;595;83;595
112856;590;83;590
112858;582;83;582
112860;571;83;571
112862;559;83;559
112864;537;83;537
112866;507;83;507
112868;476;83;476
112870;450;83;450
112872;427;83;427
112874;418;83;418
112876;420;83;420
112878;428;83;428
112880;438;83;438
112882;451;83;451
112884;462;83;462
112886;473;83;473
112888;484;83;484
112890;492;83;492
112892;499;83;499
112894;505;83;505
112896;510;83;510
112898;511;83;511
112900;514;83;514
112902;515;83;515
112904;517;83;517
112906;517;83;517
112908;517;83;517
112910;516;83;516
112912;517;83;517
112914;517;83;517
112916;518;83;518
112918;518;83;518
112920;519;83;519
112922;518;83;518
112924;518;83;518
112926;519;83;519
112928;521;83;521
112930;519;83;519
112932;521;83;521
112934;520;83;520
112936;519;83;519
112938;520;83;520
112940;522;83;522
112942;521;83;521
112944;520;83;520
112946;520;83;520
112948;522;83;522
112950;522;83;522
112952;522;83;522
112954;522;83;522
112956;521;83;521
112958;523;83;523
112960;523;83;523
112962;522;83;522
112964;522;83;522
112966;522;83;522
112968;523;83;523
112970;510;83;510
112972;522;83;522
112974;524;83;524
112976;524;83;524
112978;524;83;524
112980;524;83;524
112982;526;83;526
112984;525;83;525
112986;526;83;526
112988;526;83;526
112990;526;83;526
112992;527;83;527
112994;526;83;526
112996;527;83;527
112998;527;83;527
113000;517;83;517
113002;530;83;530
113004;532;83;532
113006;529;83;529
113008;530;83;530
113010;529;83;529
113012;530;83;530
113014;530;83;530
113016;531;83;531
113018;533;83;533
113020;532;83;532
113022;533;83;533
113024;535;83;535
113026;534;83;534
113028;532;83;532
113030;535;83;535
113032;535;83;535
113034;536;83;536
113036;536;83;536
113038;530;83;530
113040;535;83;535
113042;536;83;536
113044;536;83;536
113046;535;83;535
113048;535;83;535
113050;534;83;534
113052;536;83;536
113054;534;83;534
113056;534;83;534
113058;535;83;535
113060;536;83;536
113062;533;83;533
113064;531;83;531
113066;532;83;532
113068;530;83;530
113070;533;83;533
113072;530;83;530
113074;529;83;529
113076;529;83;529
113078;529;83;529
113080;527;83;527
113082;527;83;527
113084;526;83;526
113086;524;83;524
113088;527;83;527
113090;524;83;524
113092;524;83;524
113094;523;83;523
113096;522;83;522
113098;521;83;521
113100;520;83;520
113102;520;83;520
113104;519;83;519
113106;518;83;518
113108;517;83;517
113110;515;83;515
113112;515;83;515
113114;515;83;515
113116;516;83;516
113118;513;83;513
113120;511;83;511
113122;513;83;513
113124;513;83;513
113126;512;83;512
113128;510;83;510
113130;511;83;511
113132;510;83;510
113134;511;83;511
113136;509;83;509
113138;507;83;507
113140;508;83;508
113142;508;83;508
113144;508;83;508
113146;496;83;496
113148;508;83;508
113150;504;83;504
113152;504;83;504
113154;508;83;508
113156;508;83;508
113158;508;83;508
113160;508;83;508
113162;501;83;501
113164;509;83;509
113166;508;83;508
113168;509;83;509
113170;509;83;509
113172;510;83;510
113174;508;83;508
113176;511;83;511
113178;510;83;510
113180;512;83;512
113182;511;83;511
113184;512;83;512
113186;511;83;511
113188;511;83;511
113190;510;83;510
113192;511;83;511
113194;512;83;512
113196;513;83;513
113198;513;83;513
113200;511;83;511
113202;513;83;513
113204;513;83;513
113206;514;83;514
113208;514;83;514
113210;513;83;513
113212;514;83;514
113214;514;83;514
113216;516;83;516
113218;516;83;516
113220;517;83;517
113222;501;83;501
113224;515;83;515
113226;516;83;516
113228;516;83;516
113230;515;83;515
113232;516;83;516
113234;515;83;515
113236;511;83;511
113238;517;83;517
113240;518;83;518
113242;516;83;516
113244;518;83;518
113246;517;83;517
113248;516;83;516
113250;516;83;516
113252;516;83;516
113254;517;83;517
113256;516;83;516
113258;516;83;516
113260;517;83;517
113262;515;83;515
113264;516;83;516
113266;516;83;516
113268;515;83;515
113270;516;83;516
113272;513;83;513
113274;516;83;516
113276;516;83;516
113278;516;83;516
113280;517;83;517
113282;515;83;515
113284;513;83;513
113286;514;83;514
113288;514;83;514
113290;515;83;515
113292;516;83;516
113294;514;83;514
113296;515;83;515
113298;515;83;515
113300;513;83;513
113302;514;83;514
113304;515;83;515
113306;516;83;516
113308;515;83;515
113310;516;83;516
113312;515;83;515
113314;515;83;515
113316;515;83;515
113318;515;83;515
113320;515;83;515
113322;514;83;514
113324;514;83;514
113326;514;83;514
113328;513;83;513
113330;496;83;496
113332;515;83;515
113334;514;83;514
113336;515;83;515
113338;515;83;515
113340;515;83;515
113342;515;83;515
113344;515;83;515
113346;515;83;515
113348;516;83;516
113350;514;83;514
113352;514;83;514
113354;514;83;514
113356;516;83;516
113358;502;83;502
113360;517;83;517
113362;516;83;516
113364;516;83;516
113366;516;83;516
113368;515;83;515
113370;515;83;515
113372;517;83;517
113374;516;83;516
113376;516;83;516
113378;515;83;515
113380;515;83;515
113382;515;83;515
113384;515;83;515
113386;516;83;516
113388;516;83;516
113390;517;83;517
113392;516;83;516
113394;517;83;517
113396;520;83;520
113398;519;83;519
113400;522;83;522
113402;521;83;521
113404;522;83;522
113406;516;83;516
113408;523;83;523
113410;524;83;524
113412;526;83;526
113414;525;83;525
113416;525;83;525
113418;521;83;521
113420;524;83;524
113422;523;83;523
113424;512;83;512
113426;523;83;523
113428;521;83;521
113430;524;83;524
113432;526;83;526
113434;526;83;526
113436;526;83;526
113438;525;83;525
113440;525;83;525
113442;523;83;523
113444;511;83;511
113446;519;83;519
113448;520;83;520
113450;518;83;518
113452;512;83;512
113454;518;83;518
113456;519;83;519
113458;522;83;522
113460;520;83;520
113462;517;83;517
113464;517;83;517
113466;516;83;516
113468;515;83;515
113470;513;83;513
113472;513;83;513
113474;513;83;513
113476;510;83;510
113478;510;83;510
113480;510;83;510
113482;508;83;508
113484;510;83;510
113486;511;83;511
113488;510;83;510
113490;507;83;507
113492;509;83;509
113494;509;83;509
113496;509;83;509
113498;509;83;509
113500;510;83;510
113502;510;83;510
113504;510;83;510
113506;512;83;512
113508;510;83;510
113510;511;83;511
113512;513;83;513
113514;512;83;512
113516;512;83;512
113518;513;83;513
113520;514;83;514
113522;514;83;514
113524;514;83;514
113526;513;83;513
113528;511;83;511
113530;512;83;512
113532;513;83;513
113534;517;83;517
113536;519;83;519
113538;522;83;522
113540;530;83;530
113542;538;83;538
113544;549;83;549
113546;561;83;561
113548;576;83;576
113550;582;83;582
113552;595;83;595
113554;599;83;599
113556;601;83;601
113558;601;83;601
113560;598;83;598
113562;593;83;593
113564;574;83;574
113566;576;83;576
113568;564;83;564
113570;539;83;539
113572;504;83;504
113574;466;83;466
113576;441;83;441
113578;423;83;423
113580;416;83;416
113582;421;83;421
113584;427;83;427
113586;442;83;442
113588;456;83;456
113590;475;83;475
113592;487;83;487
113594;495;83;495
113596;500;83;500
113598;504;83;504
113600;509;83;509
113602;511;83;511
113604;512;83;512
113606;513;83;513
113608;512;83;512
113610;514;83;514
113612;513;83;513
113614;514;83;514
113616;515;83;515
113618;516;83;516
113620;516;83;516
113622;517;83;517
113624;516;83;516
113626;517;83;517
113628;515;83;515
113630;516;83;516
113632;517;83;517
113634;518;83;518
113636;510;83;510
113638;518;83;518
113640;517;83;517
113642;518;83;518
113644;518;83;518
113646;517;83;517
113648;518;83;518
113650;517;83;517
113652;520;83;520
113654;519;83;519
113656;519;83;519
113658;521;83;521
113660;507;83;507
113662;519;83;519
113664;520;83;520
113666;521;83;521
113668;521;83;521
113670;521;83;521
113672;521;83;521
113674;520;83;520
113676;522;83;522
113678;523;83;523
113680;521;83;521
113682;524;83;524
113684;522;83;522
113686;524;83;524
113688;524;83;524
113690;526;83;526
113692;524;83;524
113694;528;83;528
113696;526;83;526
113698;528;83;528
113700;527;83;527
113702;528;83;528
113704;527;83;527
113706;529;83;529
113708;528;83;528
113710;531;83;531
113712;530;83;530
113714;531;83;531
113716;530;83;530
113718;527;83;527
113720;533;83;533
113722;532;83;532
113724;521;83;521
113726;535;83;535
113728;535;83;535
113730;530;83;530
113732;536;83;536
113734;537;83;537
113736;529;83;529
113738;538;83;538
113740;536;83;536
113742;539;83;539
113744;536;83;536
113746;537;83;537
113748;536;83;536
113750;539;83;539
113752;538;83;538
113754;538;83;538
113756;537;83;537
113758;538;83;538
113760;536;83;536
113762;537;83;537
113764;537;83;537
113766;537;83;537
113768;534;83;534
113770;534;83;534
113772;533;83;533
113774;534;83;534
113776;532;83;532
113778;531;83;531
113780;532;83;532
113782;529;83;529
113784;529;83;529
113786;526;83;526
113788;526;83;526
113790;527;83;527
113792;525;83;525
113794;525;83;525
113796;522;83;522
113798;523;83;523
113800;523;83;523
113802;521;83;521
113804;521;83;521
113806;520;83;520
113808;518;83;518
113810;518;83;518
113812;516;83;516
113814;517;83;517
113816;516;83;516
113818;514;83;514
113820;514;83;514
113822;512;83;512
113824;501;83;501
113826;512;83;512
113828;509;83;509
113830;510;83;510
113832;511;83;511
113834;510;83;510
113836;508;83;508
113838;508;83;508
113840;510;83;510
113842;506;83;506
113844;506;83;506
113846;508;83;508
113848;505;83;505
113850;504;83;504
113852;505;83;505
113854;505;83;505
113856;506;83;506
113858;507;83;507
113860;507;83;507
113862;507;83;507
113864;506;83;506
113866;506;83;506
113868;505;83;505
113870;506;83;506
113872;504;83;504
113874;506;83;506
113876;508;83;508
113878;508;83;508
113880;509;83;509
113882;508;83;508
113884;509;83;509
113886;508;83;508
113888;509;83;509
113890;509;83;509
113892;511;83;511
113894;508;83;508
113896;511;83;511
113898;512;83;512
113900;511;83;511
113902;512;83;512
113904;513;83;513
113906;511;83;511
113908;513;83;513
113910;512;83;512
113912;513;83;513
113914;513;83;513
113916;514;83;514
113918;513;83;513
113920;502;83;502
113922;512;83;512
113924;513;83;513
113926;513;83;513
113928;515;83;515
113930;516;83;516
113932;513;83;513
113934;514;83;514
113936;514;83;514
113938;516;83;516
113940;517;83;517
113942;514;83;514
113944;501;83;501
113946;514;83;514
113948;516;83;516
113950;516;83;516
113952;517;83;517
113954;515;83;515
113956;515;83;515
113958;516;83;516
113960;516;83;516
113962;515;83;515
113964;516;83;516
113966;515;83;515
113968;516;83;516
113970;516;83;516
113972;516;83;516
113974;515;83;515
113976;516;83;516
113978;515;83;515
113980;516;83;516
113982;515;83;515
113984;515;83;515
113986;516;83;516
113988;516;83;516
113990;516;83;516
113992;514;83;514
113994;513;83;513
113996;514;83;514
113998;516;83;516
114000;515;83;515
114002;516;83;516
114004;516;83;516
114006;514;83;514
114008;515;83;515
114010;514;83;514
114012;514;83;514
114014;515;83;515
114016;515;83;515
114018;515;83;515
114020;515;83;515
114022;515;83;515
114024;514;83;514
114026;515;83;515
114028;516;83;516
114030;514;83;514
114032;517;83;517
114034;514;83;514
114036;514;83;514
114038;515;83;515
114040;515;83;515
114042;515;83;515
114044;514;83;514
114046;516;83;516
114048;516;83;516
114050;516;83;516
114052;504;83;504
114054;514;83;514
114056;513;83;513
114058;514;83;514
114060;515;83;515
114062;517;83;517
114064;517;83;517
114066;516;83;516
114068;516;83;516
114070;515;83;515
114072;517;83;517
114074;514;83;514
114076;516;83;516
114078;515;83;515
114080;516;83;516
114082;516;83;516
114084;516;83;516
114086;516;83;516
114088;516;83;516
114090;516;83;516
114092;518;83;518
114094;517;83;517
114096;517;83;517
114098;517;83;517
114100;517;83;517
114102;518;83;518
114104;517;83;517
114106;519;83;519
114108;520;83;520
114110;522;83;522
114112;520;83;520
114114;523;83;523
114116;523;83;523
114118;525;83;525
114120;525;83;525
114122;523;83;523
114124;524;83;524
114126;522;83;522
114128;524;83;524
114130;523;83;523
114132;523;83;523
114134;523;83;523
114136;524;83;524
114138;526;83;526
114140;525;83;525
114142;526;83;526
114144;524;83;524
114146;524;83;524
114148;522;83;522
114150;521;83;521
114152;522;83;522
114154;520;83;520
114156;520;83;520
114158;519;83;519
114160;519;83;519
114162;518;83;518
114164;518;83;518
114166;519;83;519
114168;521;83;521
114170;521;83;521
114172;519;83;519
114174;518;83;518
114176;517;83;517
114178;516;83;516
114180;515;83;515
114182;515;83;515
114184;511;83;511
114186;510;83;510
114188;509;83;509
114190;498;83;498
114192;508;83;508
114194;507;83;507
114196;508;83;508
114198;508;83;508
114200;508;83;508
114202;509;83;509
114204;510;83;510
114206;510;83;510
114208;509;83;509
114210;510;83;510
114212;509;83;509
114214;509;83;509
114216;509;83;509
114218;511;83;511
114220;513;83;513
114222;512;83;512
114224;511;83;511
114226;511;83;511
114228;512;83;512
114230;512;83;512
114232;513;83;513
114234;513;83;513
114236;514;83;514
114238;512;83;512
114240;510;83;510
114242;512;83;512
114244;514;83;514
114246;516;83;516
114248;521;83;521
114250;525;83;525
114252;535;83;535
114254;549;83;549
114256;560;83;560
114258;572;83;572
114260;582;83;582
114262;595;83;595
114264;603;83;603
114266;606;83;606
114268;610;83;610
114270;609;83;609
114272;584;83;584
114274;591;83;591
114276;585;83;585
114278;569;83;569
114280;549;83;549
114282;514;83;514
114284;474;83;474
114286;446;83;446
114288;424;83;424
114290;415;83;415
114292;419;83;419
114294;411;83;411
114296;440;83;440
114298;456;83;456
114300;473;83;473
114302;484;83;484
114304;492;83;492
114306;496;83;496
114308;502;83;502
114310;505;83;505
114312;507;83;507
114314;508;83;508
114316;510;83;510
114318;510;83;510
114320;511;83;511
114322;512;83;512
114324;511;83;511
114326;512;83;512
114328;509;83;509
114330;512;83;512
114332;511;83;511
114334;512;83;512
114336;513;83;513
114338;515;83;515
114340;517;83;517
114342;500;83;500
114344;514;83;514
114346;513;83;513
114348;516;83;516
114350;516;83;516
114352;515;83;515
114354;517;83;517
114356;516;83;516
114358;517;83;517
114360;517;83;517
114362;498;83;498
114364;518;83;518
114366;518;83;518
114368;518;83;518
114370;518;83;518
114372;518;83;518
114374;518;83;518
114376;519;83;519
114378;514;83;514
114380;519;83;519
114382;520;83;520
114384;518;83;518
114386;521;83;521
114388;521;83;521
114390;521;83;521
114392;523;83;523
114394;522;83;522
114396;523;83;523
114398;522;83;522
114400;522;83;522
114402;526;83;526
114404;523;83;523
114406;522;83;522
114408;524;83;524
114410;525;83;525
114412;524;83;524
114414;526;83;526
114416;526;83;526
114418;527;83;527
114420;529;83;529
114422;529;83;529
114424;530;83;530
114426;530;83;530
114428;530;83;530
114430;530;83;530
114432;531;83;531
114434;533;83;533
114436;533;83;533
114438;534;83;534
114440;536;83;536
114442;535;83;535
114444;535;83;535
114446;535;83;535
114448;536;83;536
114450;537;83;537
114452;535;83;535
114454;537;83;537
114456;538;83;538
114458;537;83;537
114460;538;83;538
114462;539;83;539
114464;537;83;537
114466;528;83;528
114468;537;83;537
114470;539;83;539
114472;536;83;536
114474;535;83;535
114476;533;83;533
114478;533;83;533
114480;535;83;535
114482;534;83;534
114484;532;83;532
114486;533;83;533
114488;531;83;531
114490;531;83;531
114492;531;83;531
114494;530;83;530
114496;528;83;528
114498;527;83;527
114500;526;83;526
114502;523;83;523
114504;524;83;524
114506;524;83;524
114508;509;83;509
114510;521;83;521
114512;522;83;522
114514;522;83;522
114516;520;83;520
114518;520;83;520
114520;520;83;520
114522;519;83;519
114524;516;83;516
114526;514;83;514
114528;515;83;515
114530;515;83;515
114532;513;83;513
114534;514;83;514
114536;512;83;512
114538;512;83;512
114540;509;83;509
114542;510;83;510
114544;510;83;510
114546;510;83;510
114548;509;83;509
114550;502;83;502
114552;506;83;506
114554;506;83;506
114556;507;83;507
114558;507;83;507
114560;506;83;506
114562;505;83;505
114564;506;83;506
114566;505;83;505
114568;506;83;506
114570;507;83;507
114572;506;83;506
114574;506;83;506
114576;506;83;506
114578;505;83;505
114580;506;83;506
114582;507;83;507
114584;509;83;509
114586;505;83;505
114588;507;83;507
114590;506;83;506
114592;509;83;509
114594;509;83;509
114596;510;83;510
114598;512;83;512
114600;511;83;511
114602;511;83;511
114604;510;83;510
114606;509;83;509
114608;511;83;511
114610;513;83;513
114612;511;83;511
114614;513;83;513
114616;512;83;512
114618;513;83;513
114620;514;83;514
114622;513;83;513
114624;512;83;512
114626;511;83;511
114628;512;83;512
114630;514;83;514
114632;497;83;497
114634;514;83;514
114636;514;83;514
114638;515;83;515
114640;516;83;516
114642;515;83;515
114644;514;83;514
114646;516;83;516
114648;514;83;514
114650;515;83;515
114652;516;83;516
114654;515;83;515
114656;516;83;516
114658;515;83;515
114660;515;83;515
114662;513;83;513
114664;510;83;510
114666;511;83;511
114668;514;83;514
114670;498;83;498
114672;515;83;515
114674;516;83;516
114676;515;83;515
114678;516;83;516
114680;515;83;515
114682;515;83;515
114684;515;83;515
114686;514;83;514
114688;516;83;516
114690;514;83;514
114692;514;83;514
114694;513;83;513
114696;502;83;502
114698;516;83;516
114700;514;83;514
114702;507;83;507
114704;511;83;511
114706;514;83;514
114708;513;83;513
114710;514;83;514
114712;514;83;514
114714;514;83;514
114716;515;83;515
114718;515;83;515
114720;514;83;514
114722;514;83;514
114724;516;83;516
114726;514;83;514
114728;513;83;513
114730;512;83;512
114732;511;83;511
114734;513;83;513
114736;514;83;514
114738;515;83;515
114740;514;83;514
114742;514;83;514
114744;515;83;515
114746;514;83;514
114748;516;83;516
114750;515;83;515
114752;514;83;514
114754;515;83;515
114756;513;83;513
114758;514;83;514
114760;515;83;515
114762;514;83;514
114764;514;83;514
114766;515;83;515
114768;515;83;515
114770;514;83;514
114772;515;83;515
114774;514;83;514
114776;514;83;514
114778;498;83;498
114780;515;83;515
114782;514;83;514
114784;516;83;516
114786;517;83;517
114788;515;83;515
114790;515;83;515
114792;514;83;514
114794;514;83;514
114796;518;83;518
114798;517;83;517
114800;514;83;514
114802;517;83;517
114804;514;83;514
114806;516;83;516
114808;516;83;516
114810;517;83;517
114812;515;83;515
114814;517;83;517
114816;516;83;516
114818;518;83;518
114820;519;83;519
114822;519;83;519
114824;519;83;519
114826;516;83;516
114828;519;83;519
114830;519;83;519
114832;520;83;520
114834;522;83;522
114836;525;83;525
114838;523;83;523
114840;525;83;525
114842;522;83;522
114844;524;83;524
114846;523;83;523
114848;524;83;524
114850;523;83;523
114852;523;83;523
114854;524;83;524
114856;523;83;523
114858;525;83;525
114860;525;83;525
114862;524;83;524
114864;524;83;524
114866;522;83;522
114868;521;83;521
114870;520;83;520
114872;519;83;519
114874;519;83;519
114876;519;83;519
114878;518;83;518
114880;518;83;518
114882;514;83;514
114884;519;83;519
114886;519;83;519
114888;517;83;517
114890;515;83;515
114892;517;83;517
114894;516;83;516
114896;514;83;514
114898;513;83;513
114900;513;83;513
114902;513;83;513
114904;512;83;512
114906;510;83;510
114908;509;83;509
114910;510;83;510
114912;508;83;508
114914;510;83;510
114916;508;83;508
114918;509;83;509
114920;509;83;509
114922;509;83;509
114924;510;83;510
114926;510;83;510
114928;510;83;510
114930;511;83;511
114932;511;83;511
114934;510;83;510
114936;512;83;512
114938;510;83;510
114940;513;83;513
114942;513;83;513
114944;512;83;512
114946;512;83;512
114948;513;83;513
114950;512;83;512
114952;511;83;511
114954;510;83;510
114956;512;83;512
114958;513;83;513
114960;515;83;515
114962;518;83;518
114964;523;83;523
114966;524;83;524
114968;535;83;535
114970;544;83;544
114972;553;83;553
114974;567;83;567
114976;581;83;581
114978;588;83;588
114980;593;83;593
114982;598;83;598
114984;594;83;594
114986;595;83;595
114988;588;83;588
114990;580;83;580
114992;569;83;569
114994;559;83;559
114996;546;83;546
114998;519;83;519
115000;492;83;492
